,url,full_text,user_id_str,ulr,month,day,year
6401,https://twitter.com/elizadimitria/status/991077566122426374,the queen of russia doesn’t get half the hype she deserves on hf twitter it’s a modern day tragedy https://t.co/e2DPnSoOpC,1504991659,,Apr,30,2018
6402,https://twitter.com/mac123_m/status/991085868663431168,"Theresa's Tories:
-Grenfell Tower disaster
-Windrush scandal
-Bombing Syria with no evidence
-Creating a cold war with Russia with no evidence
-NHS &amp; Social Care destruction
-Public Service destruction
-Police cuts &amp; sky rocketing crime rates
-Doubled homelessness
#MayMustGo https://t.co/lU1Ic8Y30U",2288515068,,Apr,30,2018
6403,https://twitter.com/keithboykin/status/991095183017172992,"After 100 criminal counts, 22 indictments and 5 guilty pleas in the Russia investigation, Republicans have finally begun drafting articles of impeachment – against the Justice Department official who oversees the investigation. 🤦🏾‍♂️  https://t.co/0VWtBXKLrv",21728303,,Apr,30,2018
6404,https://twitter.com/usacsmret/status/991099321868222464,"Levin: The Trump-Russia conspiracy is a 'coup attempt,' 'goes all the way to the top!' https://t.co/txbwmEdp1s via @kpshiver3",1078094414,,Apr,30,2018
6405,https://twitter.com/Thomas1774Paine/status/991093609947639814,"James Comey calls House Russia probe a ‘wreck,’ dismisses report as ‘political document’ (VIDEO) https://t.co/orBOhzJRc6",275276082,,Apr,30,2018
6406,https://twitter.com/Taoistguy457/status/991100623935496192,"What if i told you that Obama's money and Hillary's Uranium were going to be used to frame Russia for a nuclear attack false flag? Possibly on American soil?
#QAnon https://t.co/0okPGzmUal",50398715,,Apr,30,2018
6407,https://twitter.com/emrazz/status/991103080514183168,"Totally unqualified ✔️
History of sexual harassment and abuse ✔️
Russia sympathizer ✔️
Fox News contributor ✔️
Connected to Hope Hicks ✔️ https://t.co/fax1DH68vk",30395567,,Apr,30,2018
6408,https://twitter.com/KamalaHarris/status/991100891427229699,"There is broad bipartisan support for legislation to protect Special Counsel Robert Mueller, but Republican leaders are refusing to bring to the floor. We cannot afford to wait to protect the Russia investigation.",30354991,,Apr,30,2018
6409,https://twitter.com/StepBackOrg/status/991082944805638145,"https://t.co/1KhKGhkDqs
""The response from US, UK &amp; France on Thursday at the Organisation for the Prohibition of Chemical Weapons (OPCW) in the Hague was perverse, to say the least. Russia had brought 17 witnesses from Douma who stated that there had been no CW attack ..."" https://t.co/Zl0rxM6QCV",1578808543,,Apr,30,2018
6410,https://twitter.com/MenswearDeals/status/991101488578662401,"adidas 1991 Russia Retro Soccer Jersey now available with FREE shipping @realDonaldTrump

SHOP HERE: https://t.co/ih8Po8tKEf https://t.co/oJtUCmP212",166353732,,Apr,30,2018
6411,https://twitter.com/BTS_co_id/status/991096263008444417,"180501 @BTS_twt was featured on YTN NewsQ regarding Coca Cola selected them as campaign model for 2018 FIFA World Cup in Russia
#PremiosMTVMiaw #MTVLAKPOPBTS 
https://t.co/BrcKZiAilS",2474018322,,Apr,30,2018
6412,https://twitter.com/51st__State/status/991081555773845506,"-No one was going to attack Iraq
-No one was going to attack Yugoslavia
-No one was going to attack Libya
-No one was going to attack Syria

-No one is going to attack Russia... https://t.co/HNEHqEFJqN",716832049,,Apr,30,2018
6413,https://twitter.com/SupermanHotMale/status/991086266052726785,"I have millions of friends in Russia and the UK... Fuck you Trump, Fuck you May and Fuck you Putin....",20733757,,Apr,30,2018
6414,https://twitter.com/chacalgary/status/991081765971283970,"IHA SELECTS UPDATE: 

Game 
1 - 4-3 loss to Latvia in shootout.
2- 3-  0 win vs Berlin
3 - 3-2 win vs Beijing
4- 2 1 shootout loss to Czech 
Playing Russia  (5PM Mountain Time) 

Good luck boys!! 

Tournament site here: https://t.co/dKH7Ntp2Cg https://t.co/ka7MikKjE4",704404334163816451,,Apr,30,2018
6415,https://twitter.com/KKiddAuthor/status/991080351475920896,"Get lost in a good book . . .
""Even you could be spy,"" Sergei whispered.
#nonfiction #Russia #Romance
#Spy #Defector #KGB
#BookBoost #IARTG #bookworms #memoir 
https://t.co/ZBlyagGDpw https://t.co/59WHqeLgp5",719303077522751488,,Apr,30,2018
6416,https://twitter.com/W_Nuclear_News/status/991091095013601285,"Russia's first floating #nuclear power plant, Akademik Lomonosov, has left Baltiysky Zavod shipyard in Saint Petersburg, where its construction began in 2009, and is now heading to its permanent base in Russia's northernmost city of Pevek https://t.co/DqlKL7REhh https://t.co/dnGjzdU2NX",21394379,,Apr,30,2018
6417,https://twitter.com/L0CHITA/status/991099360342618113,Bro my cousin that I live w is a mariachi and I just found out he’s gonna be gone all of June because one of the sponsors for the Mexico team is sending him to Russia for the World Cup all expenses paid just so him and his band can play at every party they have over there 😭😭😭,960844812474896384,,Apr,30,2018
6418,https://twitter.com/stablegenius4u/status/991090376000884737,"@realDonaldTrump This 'witch hunt' has
22 indictments
4 guilty pleas
3 back channels
22 Russia meetings
72 Russia contacts in the campaign
8+ lies under oath
1 lawyer pleading the 5th
 https://t.co/n3z4z7BQZQ",284787066,,Apr,30,2018
6419,https://twitter.com/Need2Impeach/status/991094346010083328,"Maria Butina. She worked for Russia, while others said she was on the Trump transition team. This video tells you what you need to know. #NeedtoImpeach https://t.co/V6LX5c1utp  https://t.co/fe17DTvdsc https://t.co/3TN92nojBF",921106844050898945,,Apr,30,2018
6420,https://twitter.com/MintPressNews/status/991081009394475009,"The requests provide one of the most revealing examples to date of the government’s exploitation of Russia hysteria to suppress independent politics and alternative media in the US.
https://t.co/A7gOZ77YkK",414962189,,Apr,30,2018
6421,https://twitter.com/NewsHour/status/991087547571781632,"Nearly a year later since his firing, @Comey says he can't reveal what the FBI found in its Russia probe while he was director, but that ""there was a basis for investigating and facts to support the investigation. To say there was no evidence just wasn't the case."" #PBSNEWS now https://t.co/AQkLYxJuBX",14437914,,Apr,30,2018
6422,https://twitter.com/AnasMussa/status/991089052471447553,"تيليقرام معذبهم
RUSSIA has unintentionally knocked out its own access to several major cloud services, including Google Search, Gmail and Amazon Web Services – used by streaming sites Spotify and Twitch – in ongoing efforts to cut access to secure messaging app Telegram.",72383131,,Apr,30,2018
6423,https://twitter.com/newscientist/status/991084012159553537,Russia cuts off Google and Amazon by trying to ban Telegram app https://t.co/l0jCGZbsiQ https://t.co/afUX8aEDtW,19658826,,Apr,30,2018
6424,https://twitter.com/varyagi/status/991077731382300674,"#Russia🇷🇺's @Gazprom has completed the first 1,161 km leg of the new #TurkishStream #gas pipeline to #Turkey.  Average speed of construction through Black Sea deep water was 4.3 km per day.  Well done, congratulations to all involved! https://t.co/GXTGlGg4Ff",192517432,,Apr,30,2018
6425,https://twitter.com/trensabby/status/991100380653105153,"Since when a Polish, Russian, US, UK, Ethiopian etc etc Jew from the Middle East? 

They have homelands. They are called Poland, Russia, US, UK, Ethiopia etc etc. 

Zionism is the right to steal, murder, occupy &amp; oppress  others after leaving your own home and then play victim. https://t.co/MzxcypWksm",3168065509,,Apr,30,2018
6426,https://twitter.com/GeneFrienby/status/991085652132487169,"folks really invested in Russia Today are wild. Like, I think it's flawed to uncritically accept everything from Telesur as well. But there are legit folks that think RT is the most non biased and left friendly international media.",20735369,,Apr,30,2018
6427,https://twitter.com/Halsrethink/status/991095748287610880,"Latest Eurasia Daily Monitor(from JamestownFoundation) has insights on Russia-Israel-Iran divergent priorities,&amp;its notes on Russian Private Military Companies(PMC) like Wagner Group now operating in Africa important but being overlooked by MSM
https://t.co/jJ0ZiJzAXJ",1623424387,,Apr,30,2018
6428,https://twitter.com/MplsMe/status/991088217591042048,"ICYMI:
House Republican advisor just told me they truly didn’t believe Russia allegations against Trump. So they’ve just been dismissing it. Today they read Fusion GPS transcript. Was like light turned on.

Realizing Trump is actual traitor.

Sad to watch.
https://t.co/Z2qCeyzME5",466953226,,Apr,30,2018
6429,https://twitter.com/LisaMoraitis1/status/991076760249827329,"I feel like we're in a series spin-off of ""Men in Black."" where the agent gets information from a tabloid (salacious) newspaper to identify how this admin is communicating with Russia and past employees. I mean really we're in the biggest clown show that ever existed.",746388429328519168,,Apr,30,2018
6430,https://twitter.com/HRZN555/status/991095725537808384,"@Migxp1 @Farberyanki No, they WERE about to kill innocent people that God loves but it wasn't Israel that was going to get nuked it was the USA. AND they were going to blame Russia. @POTUS stopped this treacherous cabal scheme of the EU. UK,France,Germany and others.#Qanon #Qanon8chan",1903600231,,Apr,30,2018
6431,https://twitter.com/WilDonnelly/status/991088059327434752,"@realDonaldTrump And Russian interference was ""fake news""
and meetings w/ Russians were ""fake news""
and Trump trying to do business in Russia was ""fake news""
and Tillerson being fired was ""fake news""
and McMasters leaving was ""fake news""
until they were proven to be absolutely and completely true",46197784,,Apr,30,2018
