,url,orig_text,user_id_str,month,day,year,translated,country
0,https://twitter.com/850Sunny/status/991104870265565185,obamas hidden iran deal giveaway  via politico,1887844819.0,Apr,30.0,2018.0,obamas hidden iran deal giveaway  via politico,iran
1,https://twitter.com/madreview/status/991104869502210048,cufi talking points netanyahu reveals iran,21221191.0,Apr,30.0,2018.0,kufi talking points netanyahu reveals iran,iran
2,https://twitter.com/Thaicastro3/status/991104772655771648,iran ,9.501655752921211e+17,Apr,30.0,2018.0,iran,iran
3,https://twitter.com/infoitestero/status/991104756834885633,israele accusa liran sul nucleare ,317679514.0,Apr,30.0,2018.0,Israel accuses Iran of nuclear power,iran
4,https://twitter.com/FrankHilzerman/status/991104724601573376,en concreto hay muchos detalles sobre el ataque de anoche contra dos bases iranes en el norte de siria se sabe quin lo realiz ni se sabe cmo se realiz irn niega los muertos pero mantiene silencio sobre el ataque lo mismo siria,16592908.0,Apr,30.0,2018.0,"Specifically, there are many details about the attack last night against two Iranian bases in northern Syria. It is not known who carried it out nor is it known how it was carried out. Iran denies the deaths but remains silent about the attack. The same goes for Syria.",iran
5,https://twitter.com/BobDavis96/status/991104719484477441,israels accusations mean iran nuclear deal,3102669979.0,Apr,30.0,2018.0,israels accusations mean iran nuclear deal,iran
6,https://twitter.com/WillMcgarvey/status/991104715877318656,happens trump pulls iran nuclear deal ,8.317529638488105e+17,Apr,30.0,2018.0,happens trump pulls iran nuclear deal,iran
7,https://twitter.com/nhawk52/status/991104702086598656,realdonaldtrump iran potus gots drop deal,247548781.0,Apr,30.0,2018.0,realdonaldtrump iran potus gots drop deal,iran
8,https://twitter.com/rcpvideo/status/991104615956516864,pat buchanan bibi netanyahu wants us fight war iran behalf israel ,19543182.0,Apr,30.0,2018.0,pat buchanan bibi netanyahu wants us fight war iran behalf israel,iran
9,https://twitter.com/BimaNewsID/status/991104538214977536,israel punya bukti iran kembangkan senjata nuklir  ,8.857517047543316e+17,Apr,30.0,2018.0,Israel has proof that Iran is developing nuclear weapons,iran
10,https://twitter.com/ReporteNi/status/991104430455054336,willtiffer canal6nicaragua esas glorias pasadasdnde quedarndnde irnos lo digo yo al infierno que yo ya les prepar dgame estimado de qu lado va querer estarde su amo violador del mo  ,434585942.0,Apr,30.0,2018.0,willtiffer canal6nicaragua those past glories where will we stay where will we go I say it to hell that I have already prepared for you tell me dear which side do you want to be on for your master who is the rapist of mine?,iran
11,https://twitter.com/Kenneth_Yannil/status/991104313887002625,2895 david estn lejos cc pa irn,1210640383.0,Apr,30.0,2018.0,2895 david are far away cc pa irn,iran
12,https://twitter.com/ClarenceWCounts/status/991104290759610373,irans supreme leader us feet must cut off,1377490200.0,Apr,30.0,2018.0,irans supreme leader us feet must cut off,iran
13,https://twitter.com/edelweiss330/status/991104203413250048,iran airtour ,1578125996.0,Apr,30.0,2018.0,iran airtour,iran
14,https://twitter.com/trendinaliaDO/status/991104198325321728,irn acaba de convertirse en tt ocupando la 10 posicin en repblica dominicana trndnl ,1259332171.0,Apr,30.0,2018.0,irn has just become tt occupying 10th position in dominican republic trndnl,iran
15,https://twitter.com/RajaChemayel/status/991104184979197952,rappel aux pleins idiotset aux idiots mineurslimam ali ben abu taleb tait un arabeet pas un iranien les shiaa ses partisans ne portent pas ncessairement un passeport de liran et ils prient tous en arabeet pas en pharsimerci,258003948.0,Apr,30.0,2018.0,Reminder to the full idiots and minor idiotslimam ali ben abu taleb was an Arab and not an Iranian the shiaa his supporters do not necessarily carry an Iranian passport and they all pray in Arabic and not in Pharsithank you,iran
16,https://twitter.com/zazoomblog/status/991104182852767749,netanyahu liran vuole avere 5 bombe atomiche come quelle di hiroshima netanyahu liran vuole avere ,231726084.0,Apr,30.0,2018.0,netanyahu liran wants to have 5 atomic bombs like those in hiroshima netanyahu liran wants to have,iran
17,https://twitter.com/FreddyPonceB/status/991104177727328256,veo maquinaria ni hombres trabajado irn terminar obras en el sector yolandaminvuvalparaiso ,125678262.0,Apr,30.0,2018.0,i see machinery nor men worked irn finish works in the yolandaminvuvalparaiso sector,iran
18,https://twitter.com/INTLRevolver/status/991104121351692288,latest egyptiranyemensyrialibya  iran,244811156.0,Apr,30.0,2018.0,latest egyptiranyemensyrialibya  iran,iran
19,https://twitter.com/efestanaccount/status/991104075302391813,valargen el mismo acuerdo permite volver al las sanciones econmicas previas si irn incumple con el de hecho fordo est declarado en el acuerdo por lo que puede impeccionarse ya netanyahu apuesta la confrontacin directa con irn para sacarlo de siria,118222820.0,Apr,30.0,2018.0,valargen the same agreement allows for a return to the previous economic sanctions if Iran fails to comply with the fact that it is declared in the agreement so it can be impecced and Netanyahu is betting on direct confrontation with Iran to remove it from Syria,iran
20,https://twitter.com/may_9KIW9/status/991104038367322112,chemavasco jesuscintora segn cuentan aqu irn la crcel porque ese fue el pacto con susana dejar gobernar rajoy entran en la crcel ni grian ni el calvo,417267473.0,Apr,30.0,2018.0,chemavasco jesuscintora according to what they say here they will go to prison because that was the pact with susana to let rajoy govern and neither grian nor the bald man enter the prison,iran
21,https://twitter.com/cryptonewslab/status/991104033304858624,iran continues develop state cryptocurrency despite central bankban ,9.25409604774912e+17,Apr,30.0,2018.0,iran continues develop state cryptocurrency despite central bankban,iran
22,https://twitter.com/Amelya_Anandh/status/991104021061558273,teheran sebut klaim terbaru israel mengenai nuklir iran kekanakan dan konyol  ,2159584326.0,Apr,30.0,2018.0,Tehran calls Israel's latest claims about Iran's nuclear weapons childish and ridiculous,iran
23,https://twitter.com/FrankHilzerman/status/991103801745690624,el discurso del pm netaniahu sobre irn ya ocurri yo lo sub completo hace unas horas aqu mismo,16592908.0,Apr,30.0,2018.0,"PM Netanyahu's speech on Iran has already happened, I uploaded it in full a few hours ago right here",iran
24,https://twitter.com/Entracte_iran/status/1035678505470767104,qias94,1.0209157485150413e+18,Aug,31.0,2018.0,qias94,iran
25,https://twitter.com/ColumbodelCarib/status/1035678501326741504,ecoanalitica agrisanti lacolafeliz circuitoexitos la gran interrogante que cabe plantear dentro de ste seguro escenario esa idiosincrasia que se ha arraigado con el legado de chavez amp maduro va soportar las exigencias de esfuerzo que iran ligadas unas medidas necesarias para insertar al sxxi cartilla del fmi,145241017.0,Aug,31.0,2018.0,ecoanalitica agrisanti lacolahappy circuitexitos the big question that can be raised within this safe scenario is that idiosyncrasy that has taken root with the legacy of chavez amp mature will withstand the demands of effort that will be linked to some necessary measures to insert the sxxi imf booklet,iran
26,https://twitter.com/Karl_Was_Right/status/1035678451548606464,sahouraxo phoenx7 imagine moral outrage crocodile tears iran,266843515.0,Aug,31.0,2018.0,sahouraxo phoenx7 imagine moral outrage crocodile tears iran,iran
27,https://twitter.com/ex_rolmedo73/status/1035678372003819527,lo siento por ls argentins pero les vendieron la misma pomada q algunos compraron acahora los fachitos se iran en contra si llegan demasiados del otro lado de la cordillera,467735444.0,Aug,31.0,2018.0,"I'm sorry for the Argentinians but they were sold the same ointment that some bought here now, the fachitos will go against it if too many arrive from the other side of the mountain range",iran
28,https://twitter.com/arcovi1/status/1035678275123785728,angelbaena5 viczuri el rey tiene lo q hay q tenero lo demuestra e irn por l tarde temprano se les venir lo triste es q esperan las consecuencias lo pagaremos todos,421092818.0,Aug,31.0,2018.0,angelbaena5 viczuri the king has what it takes to have him prove it and they will go for it late early the sad thing is that they expect the consequences we will all pay,iran
29,https://twitter.com/alcaldiabarranc/status/1035678067035918338,en el coliseo luis f castellanos inici el iii festival folclrico cultural del magisterio fase municipal de danza canto este encuentro es liderado por el mineducacion los ganadores de hoy irn la fase departamental ,964992576.0,Aug,31.0,2018.0,"At the Luis F Castellanos Coliseum, the 3rd Cultural Folk Festival of the Teachers' Festival began. Municipal phase of dance and song. This meeting is led by Mineducacion. Today's winners will go to the departmental phase.",iran
30,https://twitter.com/MarianoGiustino/status/1035677808574558209,assolutamente da non perdere la rassegnastampaturca di radioradicale tra poco ore11 strategie di turchia russia iran assad usa nellimminente offensiva di idlib chi sono ribelli nella loro ultima roccaforte nuovo corso della sicurezza nazionale secondo erdoan ,329647103.0,Aug,31.0,2018.0,absolutely not to be missed is Radioradicale's Turkish press review in just a few hours 11 strategies of Turkey Russia Iran Assad uses in the imminent offensive of Idlib who are the rebels in their last stronghold new course of national security according to Erdoan,iran
31,https://twitter.com/ObservateursCH/status/1035677787003277325,liran aurait fourni des missiles balistiques au moins une milice chiite irakienne ,2766104690.0,Aug,31.0,2018.0,Iran reportedly supplied ballistic missiles to at least one Iraqi Shiite militia,iran
32,https://twitter.com/RenattoBautista/status/1035677726919860224,palestina es financiada por irn estos dos estados pretenden un nuevo holocausto en verdad trump tiene los conceptos claros,283279534.0,Aug,31.0,2018.0,"Palestine is financed by Iran, these two states intend a new holocaust, Trump really has clear concepts",iran
33,https://twitter.com/Mohamma46292374/status/1035677372857700354,ahmadinejad1956 realdonaldtrump hi master mahmoud love hope president iran,1.0356733245909074e+18,Aug,31.0,2018.0,ahmadinejad1956 realdonaldtrump hi master mahmoud love hope president iran,iran
34,https://twitter.com/awdhmo/status/1035677286920536070,sabbsabber protest iran kurdistan ar,408751156.0,Aug,31.0,2018.0,sabbsabber protest iran kurdistan ar,iran
35,https://twitter.com/Bronik__/status/1035677286006226945,cepeda ot2017 parece mentira que conozcas ya cmo funciona la gente por aqu jajajaja tranquilo que ya mismo empezarn otros programas la gente que solo se interesa por ciertos temas se irn esperemos,9.878024578446991e+17,Aug,31.0,2018.0,"cepeda ot2017 it seems incredible that you already know how people work around here hahahaha don't worry, other programs will start right now, people who are only interested in certain topics will leave, let's hope",iran
36,https://twitter.com/IRAN_ORANGE/status/1035676948414885889,tes vrc,220860428.0,Aug,31.0,2018.0,tes vrc,iran
37,https://twitter.com/SuaraBekasiNews/status/1035676873622052864,pakistan nyatakan dukung iran terkait perjanjian nuklir  ,3221080194.0,Aug,31.0,2018.0,Pakistan says it supports Iran regarding nuclear deal,iran
38,https://twitter.com/bateriascandido/status/1035676709817929731,carlospalop wantedfire57 anacubilla anamariagomezga nefer 89 sanchezcastejon pablo iglesias iran hasta la revolucin del 79 era muy pero que muy occidental informese un pocome hace gracia que se crea que siempre ha sido como ahora claro seguramente ya desde el 1600 eran asusted ya es que cambie la historia es que se la come literalmente,9.923823200564388e+17,Aug,31.0,2018.0,"carlospalop wantedfire57 anacubilla anamariagomezga nefer 89 sanchezcastejon pablo Iglesias iran until the revolution of 79 was very, very western informed a little it makes me laugh that it is believed that it has always been as it is now of course surely since the 1600s they were already you it is that history changes it is that literally eats it",iran
39,https://twitter.com/S_A_Alsulaiman/status/1035676564745330689,irgc iranprotestsiranregimechangeiran ,337796282.0,Aug,31.0,2018.0,irgc iranprotestsiranregimechangeiran,iran
40,https://twitter.com/conan110282/status/1035676537742192640,radenano dimana itu coysuriah suriah itu kayak regim yg dukungbapak asad syiah laknat itu mimpin dri 71 pas mati di ganti anaknyayaitu asad ampe skrg dan ga siao di gantiakhirnya minta iran moscow kafir marsis utk merangi rakyatnya sendiri paham loe,8.05121161411498e+17,Aug,31.0,2018.0,"radenano, where is the Syrian coysuriah? It's like the regime that supports the cursed Shia father asad, who dreamed from 71 when he died in place of his son, that is, asad is now and is not replaced in the end, asking Iran, Moscow, the infidels of Marsis to fight their own people, do you understand?",iran
41,https://twitter.com/itsmeadifdez/status/1035676048434839554,btw asi como ellos que ya conocen todo el mundo donde se irn ir de honeymoon,730851944.0,Aug,31.0,2018.0,btw as well as them who already know everyone where they will go on honeymoon,iran
42,https://twitter.com/gatatsh/status/1035675777340194818,ghassanjawad1 cheap dog iran,355040694.0,Aug,31.0,2018.0,ghassanjawad1 cheap dog iran,iran
43,https://twitter.com/MrNour13/status/1035675653587251200,gobekadicenevre u anda dovizde iran modeline gecildi bugun,9.801893064541921e+17,Aug,31.0,2018.0,"gobekadicenevare, the foreign exchange rate has now been switched to the Iranian model today",iran
44,https://twitter.com/catajsuh/status/1035675600760041472,mi pololo dijo que sus amigos maana irn al botnico que invitaron especialmente mi onda el poda ir pero yo segua estando invitada,46151392.0,Aug,31.0,2018.0,"My boyfriend said that his friends tomorrow will go to the botanist that they specially invited my cool, he could go but I was still invited.",iran
45,https://twitter.com/mostasharodoule/status/1035675330651058176,uways iran azadehiiii,1.0243963317234401e+18,Aug,31.0,2018.0,uways iran azadehiiii,iran
46,https://twitter.com/mirabarhillel/status/1035675297767669760,think netanyahus promise nuke iran reward,270470351.0,Aug,31.0,2018.0,think netanyahus promise nuke iran reward,iran
47,https://twitter.com/rodneymontray1/status/1035674861983739905,exclusive iran moves missiles iraq warning enemies reuters ,288609680.0,Aug,31.0,2018.0,exclusive iran moves missiles iraq warning enemies reuters,iran
48,https://twitter.com/nanoenrique11/status/1035674559364648961,gabyarocha tanta gente noson pocospero hacen bulla atacan todo el que este en sus palnescometen el error de ignorar al pueblo que ha combatido este regimen desde que comenzo que hoy es mayorianosotros caeremos en su trampay sus jefes iran presospongalo por seguro,2349087192.0,Aug,31.0,2018.0,gabyarocha so many people are not few but they make noise they attack everyone who is in their area they make the mistake of ignoring the people who have fought this regime since it began and today it is the majority we will fall into their trap and their bosses will go to prison let it be for sure,iran
49,https://twitter.com/deenie7940/status/1035674528414945285,un must say us sanctions iran ,7.85867439275905e+17,Aug,31.0,2018.0,un must say us sanctions iran,iran
50,https://twitter.com/benitezmartin/status/1035674519615283200,caraotadigital cuando irn botar este incapaz bueno es que su jefe es ms mediocre que l,132533732.0,Aug,31.0,2018.0,caraotadigital when are they going to throw out this incapable good thing is that his boss is more mediocre than him,iran
51,https://twitter.com/lovclynd/status/1035674370419712001,las habitaciones las irn dividir por hermandad es decir chicas de poseidn chicas de zeus,8.469010533836227e+17,Aug,31.0,2018.0,"The rooms will be divided by brotherhood, that is, girls of Poseidon, girls of Zeus.",iran
52,https://twitter.com/orbisnjus/status/1035674315713388544,entwicklungen der diplomatischen front rundum idlib2000 gepanzerte fahrzeuge und zehntausende soldaten warten auf grnes lichtidlibstan idlibdawn syria hts fsa ksa akp mbs cia mi6 alqaeda alnusra whitehelmets saa assad iran russia,8.974389365613158e+17,Aug,31.0,2018.0,developments on the diplomatic front around idlib2000 armored vehicles and tens of thousands of soldiers are waiting for grnes lightidlibstan idlibdawn syria hts fsa ksa akp mbs cia mi6 alqaeda alnusra whitehelmets saa assad iran russia,iran
53,https://twitter.com/Joolissey/status/1035674271081816064,cuenta una conocida q tiene un cargo importante en una panadera privada que maana van tener chip para vender ni retirar est preocupada x la situacin x como contener los clientes q irn maanano es opinin sino informacin,243033879.0,Aug,31.0,2018.0,An acquaintance says that she has an important position in a private bakery that tomorrow they will have a chip to sell or withdraw. She is worried about the situation and how to contain the clients that will arrive tomorrow. It is opinion but information.,iran
54,https://twitter.com/RedFinancieraMX/status/1035674223291891713,irn rechaza llamado de francia para reabrir negociacin nuclear  ,204457652.0,Aug,31.0,2018.0,Iran rejects France's call to reopen nuclear negotiations,iran
55,https://twitter.com/lindariojs/status/1035674073626537984,bryanmori7 ah siii yo se que esto es por culpa de los que actualmente estn que se irn sin primero chingarnos como siempre,2280002048.0,Aug,31.0,2018.0,bryanmori7 ah yes I know that this is because of those who are currently there who will leave without first screwing us as always,iran
56,https://twitter.com/Rarburrundanga/status/1035673872870400000,todas las mentiras de cancilleres de colombia brasil ecuador chile argentina per ue la guinda eeuu medios de incomunicacin irn cayendo por tener base qu avale emigracin de venezolanos en la cantidad qu sealan ,145028837.0,Aug,31.0,2018.0,"all the lies of the foreign ministers of Colombia, Brazil, Ecuador, Chile, Argentina, but the icing on the cake, the United States, the means of communication will gradually fall because they have a basis that supports the emigration of Venezuelans in the amount they indicate.",iran
57,https://twitter.com/barbataladro/status/1035673666560901121,lautiroman1995 si fueron capaces de robar todo lo que robaron si firmaron el acuerdo con irn se animaron cometer el asesinato de un fiscal cmo van ser capaces de producir una corrida cambiaria para voltear al gobierno vuelven ellos safan de la crcel pruebas sobran,7.925179709123133e+17,Aug,31.0,2018.0,lautiroman1995 if they were able to steal everything they stole if they signed the agreement with iran they dared to commit the murder of a prosecutor how will they be able to produce a currency run to overthrow the government they come back they get out of prison there is plenty of evidence,iran
58,https://twitter.com/swftstan/status/1035673189232373760,sofi maure estoy muy contenta por todos los que irn verte,9.152742740002939e+17,Aug,31.0,2018.0,sofi maure I am very happy for everyone who will see you,iran
59,https://twitter.com/Iran_Iranians/status/1035673143329923072,fantastic view iranian desert night like dream wowiraniraniandesert ,1.0229295053237658e+18,Aug,31.0,2018.0,fantastic view iranian desert night like dream wowiraniraniandesert,iran
60,https://twitter.com/tomlinsonrep/status/1035672908125925376,epale ahora como iran chapartierno suave igual que antes,2828168355.0,Aug,31.0,2018.0,epale now as they will go soft chapartierno just like before,iran
