"created_at","url","full_text","user_id_str"
"Tue Apr 30 22:30:00 +0000 2019","https://twitter.com/starsandstripes/status/1123353838184992768","A senior North Korean official on Tuesday warned of an “undesired consequence” for the U.S. if Washington does not adjust its policy on North Korea’s denuclearization by an end-of-the-year deadline leader Kim Jong Un has set. https://t.co/APKrxYiV4o","9130702"
"Tue Apr 30 21:34:29 +0000 2019","https://twitter.com/cecilia_c_chung/status/1123339867784540160","First Trump ""fell in love,"" now Putin has ""personal chemistry"" with North Korean leader Kim Jong Un https://t.co/wLMF6af0aZ","14727193"
"Tue Apr 30 21:07:58 +0000 2019","https://twitter.com/DonnaCornellie3/status/1123333193548091392","President Trump and North Korean Leader Kim Jong Un Signs a Declaration ... https://t.co/8Pn8Kzwn0z via @YouTube","1079355052601589760"
"Tue Apr 30 23:58:59 +0000 2019","https://twitter.com/N1nja_Nick/status/1123376230160568326","@acadian_angel @MyWhiteNinja_ Then... North Korean crops with clouds. https://t.co/7NxzPqlMKT","1019337998029205509"
"Tue Apr 30 18:37:46 +0000 2019","https://twitter.com/a_ara1/status/1123295393155039233","North Korean leader Kim Jong Un is an protege of the USA? How arrangements between Trump and Kim Jong Un a geopolitical situation will be reflected in Armenia?: https://t.co/A7UQxTdDDW","1668032568"
"Tue Apr 30 18:06:00 +0000 2019","https://twitter.com/dwnews/status/1123287398895370240","500,000 South Koreans gathered at the border to mark the first anniversary of the landmark summit between President Moon Jae-in and North Korea's Kim Jong Un. https://t.co/lKKyrjXysH","6134882"
"Tue Apr 30 23:46:55 +0000 2019","https://twitter.com/haleymkeller/status/1123373196323971072","We just got a retelling of the Korean War and recent events. Now we’re driving and can see the fence with guard posts with North Korea on the other side.","15938249"
"Tue Apr 30 23:39:33 +0000 2019","https://twitter.com/umbyrella/status/1123371340357079040","'north koreans are so misled by state propaganda,' say the wise mans","18768427"
"Tue Apr 30 12:37:53 +0000 2019","https://twitter.com/roman_lightman/status/1123204827474006016","North Korean King★Kim Jong un★Lifestyle https://t.co/QO3tLTISsu с помощью @YouTube","3353605767"
"Tue Apr 30 23:39:15 +0000 2019","https://twitter.com/KacuNews/status/1123371266780618752","Activists are urging China not to repatriate seven North Koreans who were detained in an eastern Chinese province after leaving their homeland. The group, which includes a... https://t.co/L65w8YMZDW","1105015383679950850"
"Tue Apr 30 12:30:00 +0000 2019","https://twitter.com/CBS4Local/status/1123202842012061697","A February summit between North Korean leader Kim Jong Un and President Donald Trump collapsed over mismatched demands in sanctions relief and nuclear disarmament.
https://t.co/AV96JMl18t https://t.co/7a9Rl3vzhv","243811680"
"Tue Apr 30 23:29:57 +0000 2019","https://twitter.com/akiran_plus/status/1123368924752465920","North Korean official censures Pompeo for 'dangerous' remarks https://t.co/Cw1MNgOmUk","155525709"
"Tue Apr 30 11:39:08 +0000 2019","https://twitter.com/IndianExpress/status/1123190042833199106","North Korean leader Kim Jong Un has set a year-end deadline for the United States to show more flexibility after his second summit with US President Donald Trump failed to produce a deal to end Pyongyang's nuclear programme in return for sanctions relief.

https://t.co/18WNfT5BjS","38647512"
"Tue Apr 30 23:28:21 +0000 2019","https://twitter.com/SuperCdn/status/1123368521013112833","@WillontheRadio Most of these people that do this hair raising type of work are North Koreans slaved out by their own country. 3/4 of the new buildings in Russia were built with NK slave labour. Frickin sad in this day and age.","2418258817"
"Tue Apr 30 10:59:47 +0000 2019","https://twitter.com/ECIGCANADAZONE/status/1123180140777869313","U.S. President Donald Trump walks with North Korean leader Kim Jong Un during a break in talks at the U.S.-North Korea summit in Hanoi on February 28,... https://t.co/HoUEIKjPyP","322259193"
"Tue Apr 30 23:26:31 +0000 2019","https://twitter.com/rhotwire/status/1123368061178916864","Vladimir Putin refused a salute from a North Korean general, which Trump controversially accepted #SmartNews  https://t.co/amtv3NNRjI","14142921"
"Tue Apr 30 08:02:14 +0000 2019","https://twitter.com/StigmabaseA/status/1123135458136006657","By contrast, the officials and outside experts say that North Korean leader Kim Jong Un's summit with Russian… https://t.co/qHr06g73F6","149585330"
"Tue Apr 30 23:22:12 +0000 2019","https://twitter.com/ABC/status/1123366975353294849","U.S. Marshals searching for purported leader of a daytime break-in at a North Korean embassy abroad, who authorities consider “armed and dangerous."" https://t.co/igulS2FkTc","28785486"
"Tue Apr 30 23:18:13 +0000 2019","https://twitter.com/matt_14g/status/1123365970691678208","@SouthwestAir Hey @SouthwestAir i would love to see a North Korean flag plane. Keep up the great work!","4810484587"
"Tue Apr 30 08:02:14 +0000 2019","https://twitter.com/StigmabaseA/status/1123135456219213824","North Korean leader Kim Jong Un's meeting with Russian President Vladimir Putin on Thursday plays a role in… https://t.co/tApa8vGPHN","149585330"
"Tue Apr 30 08:02:13 +0000 2019","https://twitter.com/StigmabaseA/status/1123135454977466369","Russian President Vladimir Putin said after holding talks with North Korean leader Kim Jong Un on Thursday that he… https://t.co/rqyywXSBiS","149585330"
"Tue Apr 30 23:18:11 +0000 2019","https://twitter.com/IHadANightmare/status/1123365965457186818","I  have  a  dream  that  North Koreans will be  fought by their  Michael Kors' Accessories  not their cowboy shirts","3905492750"
"Tue Apr 30 07:20:17 +0000 2019","https://twitter.com/HaoleThai/status/1123124899902398464","First Trump ""fell in love,"" now Putin has ""personal chemistry"" with North Korean leader Kim Jong Un https://t.co/kfYoIrcBra","942240917771059200"
"Tue Apr 30 07:08:05 +0000 2019","https://twitter.com/News_____9/status/1123121829948923904","North Korean TV shows Kim Jong Un's welcome home
North Korea's state-run television KRT airs a video footage of leader Kim Jong Un returning home by private train after visiting Russia. Rough cut (no reporter narration).

https://t.co/7FYNTtWRmh https://t.co/FjlNv8aJJB","970007369978662912"
"Tue Apr 30 23:16:01 +0000 2019","https://twitter.com/OOsal/status/1123365419010674688","Vladimir Putin refused a salute from a North Korean general, which Trump controversially accepted https://t.co/wnDu1L6GPn","244200696"
"Tue Apr 30 06:20:28 +0000 2019","https://twitter.com/a_ara1/status/1123109847497617408","North Korean leader Kim Jong Un is an protege of the USA? How arrangements between Trump and Kim Jong Un a geopolitical situation will be reflected in Armenia?: https://t.co/qOti9KkKwd","1668032568"
"Tue Apr 30 23:15:55 +0000 2019","https://twitter.com/OOsal/status/1123365391265198081","Vladimir Putin refused a salute from a North Korean general, which Trump controversially accepted https://t.co/wnDu1LohGV #SmartNews","244200696"
"Tue Apr 30 00:09:57 +0000 2019","https://twitter.com/positiveandy/status/1123016601282990080","First Trump ""fell in love,"" now Putin has ""personal chemistry"" with North Korean leader Kim Jong Un https://t.co/pRI2hr0eGv","213110312"
"Mon Apr 29 23:54:12 +0000 2019","https://twitter.com/ThoraCorkery/status/1123012638768816129","First @realDonaldTrump ""fell in love,"" now Putin has ""personal chemistry"" with North Korean leader Kim Jong Un https://t.co/tqBmlfGppY","25843801"
"Tue Apr 30 22:59:44 +0000 2019","https://twitter.com/wanderinwiz/status/1123361319216984064","https://t.co/PzEVHojHwq
Illuminati ostium
 
Quoted from ""Google News"":
&lt;a href=""https://t.co/8omY3s1raw"" target=""_blank""&gt;Vladimir Putin refused a salute from a North Korean general, which Trump contro","907246619363606529"
"Mon Apr 29 23:35:07 +0000 2019","https://twitter.com/newstermer/status/1123007835707772928","North Korean TV shows Kim Jong Un's welcome home https://t.co/bXFcVB3bgc","390457914"
"Tue Apr 30 22:59:34 +0000 2019","https://twitter.com/GraviolaDOTfi/status/1123361278397952001","@realDonaldTrump The Russians, Chinese, Iranians, and North Koreans know that they are dealing with fools, and they are not going to take any chances. They know that no agreement with America means anything and that Washington speaks only with a forked tongue.","2737343664"
"Mon Apr 29 22:00:01 +0000 2019","https://twitter.com/7NewsDC/status/1122983903717761025","Russian President Vladimir Putin said North Korean leader Kim Jong Un confirmed during their first summit he is willing to give up his nuclear weapons — but only if he gets an ironclad guarantee of security beforehand. https://t.co/pnUCQOteeF","14897840"
"Tue Apr 30 22:58:55 +0000 2019","https://twitter.com/shodangb/status/1123361114883088385","@PressSec Then why don’t we do that for the North Koreans?","123735600"
"Mon Apr 29 21:10:06 +0000 2019","https://twitter.com/Newsweek/status/1122971342024970242","First Trump ""fell in love,"" now Putin has ""personal chemistry"" with North Korean leader Kim Jong Un https://t.co/KYBQh49yXt https://t.co/YJcjeD8MGm","2884771"
"Tue Apr 30 22:58:38 +0000 2019","https://twitter.com/timamor/status/1123361043001094149","@realDonaldTrump And with the tyrant King and Prince in Saudi Arabia and their murder of the people. Why don't you want the Saudis or indeed the North Koreans to be free.","20457119"
"Mon Apr 29 20:51:59 +0000 2019","https://twitter.com/JasonLemon/status/1122966784280281088","First Trump ""fell in love,"" now Putin has ""personal chemistry"" with North Korean leader Kim Jong Un https://t.co/2zzgWxpJa2 @Newsweek https://t.co/nqaqmNQ4xG","565864573"
"Tue Apr 30 22:58:07 +0000 2019","https://twitter.com/Vicktorperez/status/1123360913413767169","@realDonaldTrump Different is the North Korean situation, right Donny? I understand you're good friends now.","47126795"
"Mon Apr 29 20:00:33 +0000 2019","https://twitter.com/hugovaron11/status/1122953841043857408","Japan urges N. Korea to jointly break mutual distrust: Japanese Prime Minister Shinzo Abe on Saturday called on North Korean leader Kim Jong Un to jointly overcome their mutual distrust, as he confirmed ongoing efforts to arrange a Japan-North Korea… https://t.co/w7dvWZopXm https://t.co/Qw358oN7UG","874380355159158784"
"Tue Apr 30 22:57:05 +0000 2019","https://twitter.com/GraviolaDOTfi/status/1123360651592728578","@HenryMakow 'The Russians, Chinese, Iranians, and North Koreans know that they are dealing with fools, and they are not going to take any chances. They know that no agreement with America means anything and that Washington speaks only with a forked tongue.'","2737343664"
"Mon Apr 29 19:39:34 +0000 2019","https://twitter.com/ivophaa/status/1122948556933832704","Japan urges N. Korea to jointly break mutual distrust: Japanese Prime Minister Shinzo Abe on Saturday called on North Korean leader Kim Jong Un to jointly overcome their mutual distrust, as he confirmed ongoing efforts to arrange a Japan-North Korea… https://t.co/VsLEwFuy2q https://t.co/i2kKpdCvvQ","2760610552"
"Mon Apr 29 17:27:34 +0000 2019","https://twitter.com/JynSpace/status/1122915340470456322","@RT_com lol. Crowds in orgasmic joy upon the arrival of the cult leader, Kim Jong Un, is always great for a few 'yuks'. I'm pro-Korea as one peninsula, but North Korean culture is still pretty weird to me.","888335064362131461"
"Mon Apr 29 16:28:03 +0000 2019","https://twitter.com/TaxNerdOz/status/1122900361423937539","North Korean leader Kim Jong Un has returned home after travelling to Russia for his first summit with President Vladimir Putin. Kim reportedly returned by private train early on Saturday as crowds and officials lined the platform, awaiting the leader's… https://t.co/MU4TgLzNTV","741415290064359424"
"Tue Apr 30 22:55:36 +0000 2019","https://twitter.com/Pedroamartinez/status/1123360279432134656","@SenRickScott @DanWantsFreedom @NicolasMaduro @realDonaldTrump Russian, Iranian, Chinese, Turkish, North Korean, Nicaraguan, Bolivian.....Come on, there are still more and none are friendly to the USA. @RedDigitalUSA @PuebloExigeRD @marcorubio @SecPompeo @EmbajadaUSAenRD @ramona_almonte @EvelinPlacidoAl @elidaalmontev @eddycruceta","25706893"
"Mon Apr 29 14:35:17 +0000 2019","https://twitter.com/dwnews/status/1122871985678225408","500,000 South Koreans gathered at the border to mark the first anniversary of the landmark summit between President Moon Jae-in and North Korea's Kim Jong Un. https://t.co/htWwLyqF9t","6134882"
"Tue Apr 30 22:48:48 +0000 2019","https://twitter.com/BoyCharioteer/status/1123358569460576257","@maitlis Dear God, you are dire. Your whole wretched program makes Kim Jong-Un's North Korean News look like an exercise in balanced journalism.","1239622891"
